No з/п,Район,Адреса,,Структура тарифу,,,,,,,,,,,,,,,,,,
"",,,,,,,,Н,ймен,"азва ділВуливання в","ниціялиці",,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,113,113,,2,1.204,,,0.201,0.152,,0.312,,0.047,0.164,0.267,,2.347,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,115,115,,2,1.204,,,0.201,0.152,,0.312,,0.043,0.152,0.267,,2.331,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,117,117,,2,1.204,,,0.201,0.152,,0.312,,0.047,0.159,0.267,,2.342,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,124,124,,2,1.204,,,0.201,0.152,,0.312,,0.068,0.225,0.267,,2.429,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,126,126,,2,1.204,,,0.201,0.152,,0.312,,0.141,0.249,0.267,,2.526,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Армійська,126Б,126Б,,5,1.204,,,0.201,0.152,,0.312,0.118,0.106,0.164,0.267,,2.524,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,1А,1А,,16,1.204,1.351,0.252,0.201,0.152,0.017,0.312,0.118,0.083,0.123,0.267,0.396,4.476,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,1Б,1Б,,9,1.204,1.017,0.255,0.201,0.152,0.017,0.312,0.118,0.082,0.123,0.267,0.396,4.144,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,1В,1В,,16,1.204,1.340,0.250,0.201,0.152,0.017,0.312,0.118,0.082,0.122,0.267,0.396,4.461,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,3,3,,9,1.204П,и1б.0и6р3,нн0.я2 6п6р,бу0д.2и0н1к,вої0 .152,0.017,0.312,0.118,0.083,0.123,0.267,0.396,4.202,2.477,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,3Б,3Б,,9,1.204,0.509,т0е.2р4и8то,ії0.201,0.152,0.017,0.312,0.118,0.059,0.108,0.267,0.396,3.591,2.438,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,3В,3В,,9,1.204,0.516,0.233,0.201,0.152,0.017,0.312,0.118,0.047,0.107,0.267,0.396,3.570,2.425,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,3Г,3Г,,9,1.204,0.492,0.227,0.201,0.152,0.017,0.312,0.118,0.072,0.102,0.267,0.396,3.560,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,4/6,4/6,,9,1.204,0.868,0.282,0.201,0.152,0.017,0.312,0.118,0.083,0.123,0.267,0.396,4.023,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,5,5,,9,1.204,1.017,0.255,0.201,0.152,0.017,0.312,0.118,0.082,0.123,0.267,0.396,4.144,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,7,7,,9,1.204,1.035,0.260,0.201,0.152,0.017,0.312,0.118,0.086,0.126,0.267,0.396,4.174,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Ахсарова,9,9,,16,1.204,0.603,0.126,0.201,0.152,0.017,0.312,0.118,0.082,0.122,0.267,0.396,3.600,2.475,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Клочківська,350,350,,2,1.204,,,0.201,0.152,,0.312,,0.049,0.156,0.267,,2.341,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Клочківська,352,352,,3,1.204,,,0.201,0.152,,0.312,,0.029,0.131,0.267,,2.296,2.296,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Котельниківська,11,11,,2,1.204,,,0.201,0.152,,0.312,,0.125,0.215,0.267,,2.476,,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Котельниківська,13,13,,2,1.204,,,0.201,0.152,,0.312,,0.125,0.215,0.267,,2.476,,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,31,31,,12,1.204,1.452,0.384,0.201,0.152,0.017,0.312,0.118,0.092,0.137,0.267,0.396,4.732,2.500,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,33,33,,16,1.204,1.372,0.286,0.201,0.152,0.017,0.312,0.118,0.075,0.118,0.267,0.396,4.518,2.464,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,35,35,,12,1.204,1.504,0.382,0.201,0.152,0.017,0.312,0.118,0.088,0.135,0.267,0.396,4.776,2.494,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,35А,35А,,9,1.204,1.436,0.259,0.201,0.152,0.017,0.312,0.118,0.086,0.126,0.267,0.396,4.574,,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,35Б,35Б,,9,1.204,1.437,0.259,0.201,0.152,0.017,0.312,0.118,0.083,0.098,0.267,0.396,4.544,,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,35В,35В,,16,1.204,0.630,0.131,0.201,0.152,0.017,0.312,0.118,0.087,0.127,0.267,0.396,3.642,,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,37,37,,16,1.204,1.315,0.275,0.201,0.152,0.017,0.312,0.118,0.078,0.118,0.267,0.396,4.453,2.467,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,39,39,,12,1.204,1.506,0.380,0.201,0.152,0.017,0.312,0.118,0.088,0.135,0.267,0.396,4.776,2.494,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,39В,39В,,16,1.204,0.630,0.131,0.201,0.152,0.017,0.312,0.118,0.087,0.127,0.267,0.396,3.642,,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Людвіка Свободи,41,41,,16,1.204,1.365,0.285,0.201,0.152,0.017,0.312,0.118,0.083,0.123,0.267,0.396,4.523,2.477,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Монтажна,10,10,,2,1.204,,,0.201,0.152,,0.312,,0.139,0.166,0.267,,2.441,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Монтажна,12А,12А,,9,1.204,1.532,0.332,0.201,0.152,0.017,0.312,0.118,0.100,0.149,0.267,0.396,4.780,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,48А,48А,,9,1.204,1.049,0.256,0.201,0.152,0.017,0.312,0.118,0.086,0.127,0.267,0.396,4.185,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,50А,50А,,16,1.204,1.345,0.259,0.201,0.152,0.017,0.312,0.118,0.082,0.122,0.267,0.396,4.475,2.475
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,52А,52А,,9,1.204,1.440,0.260,0.201,0.152,0.017,0.312,0.118,0.083,0.126,0.267,0.396,4.576,2.480
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,52Б,52Б,,9,1.204,1.246,0.262,0.201,0.152,0.017,0.312,0.118,0.082,0.123,0.267,0.396,4.380,2.476
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,54,54,,9,1.204,1.189,0.293,0.201,0.152,0.017,0.312,0.118,0.072,0.213,0.267,0.396,4.434,2.556
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,56,56,,9,1.204,1.487,0.293,0.201,0.152,0.017,0.312,0.118,0.072,0.214,0.267,0.396,4.733,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,58,58,,16,1.204,1.360,0.284,0.201,0.152,0.017,0.312,0.118,0.082,0.122,0.267,0.396,4.515,2.475
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,58А,58А,,10,1.204,0.790,0.285,0.201,0.152,0.017,0.312,0.118,0.082,0.132,0.267,0.396,3.956,2.485
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,59,59,1,12,1.204,1.768,,0.201,0.152,0.017,0.312,0.118,0.110,0.171,0.267,0.396,4.716,2.552
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,59,59,2,14,1.204,1.422,0.202,0.201,0.152,0.017,0.312,0.118,0.069,0.132,0.267,0.396,4.492,2.472
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,60,60,,12,1.204,1.372,0.367,0.201,0.152,0.017,0.312,0.118,0.091,0.135,0.267,0.396,4.632,
"ШЕВЧЕНКІВСЬКИЙ",1,пр.,Перемоги,60А,60А,,12,1.204,1.502,0.381,0.201,0.152,0.017,0.312,0.118,0.092,0.137,0.267,0.396,4.779,
"ШЕВЧЕНКІВСЬКИЙ",1,вул.,Петра Широніна,3,3,,2,1.204,,,0.201,0.152,,0.312,,0.101,0.437,0.267,,2.674,2.674
"ШЕВЧЕНКІВСЬКИЙ",10,в-д,Армійський,4,4,,2,1.204,,,0.201,0.152,,,,0.144,0.248,0.267,,2.216,
"ШЕВЧЕНКІВСЬКИЙ",10,в-д,Армійський,5,5,,2,1.204,,,0.201,0.152,,,,0.092,0.157,0.267,,2.073,
"ШЕВЧЕНКІВСЬКИЙ",10,в-д,Армійський,6,6,,2,1.204,,,0.201,0.152,,0.312,,0.128,0.215,0.267,,2.479,
"ШЕВЧЕНКІВСЬКИЙ",10,в-д,Армійський,6А,6А,,2,1.204,,,0.201,0.152,,0.312,,0.128,0.219,0.267,,2.483,
"ШЕВЧЕНКІВСЬКИЙ",10,в-д,Армійський,8,8,,2,1.204,,,0.201,0.152,,0.312,,0.136,0.156,0.267,,2.428,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,3,3а,,1,1.204,,,,,,,,0.061,0.282,0.267,,1.814,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,3,3б,,1,1.204,,,,,,,,0.152,0.262,0.267,,1.885,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,4,4а,,2,1.204,,,,,,,,0.051,0.171,0.267,,1.693,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,4,4б,,1,1.204,,,,,,,,0.114,0.194,0.267,,1.779,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,4,4в,,1,1.204,,,,,,,,0.171,0.291,0.267,,1.933,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,4,4д,,1,1.204,,,,,,,,0.143,0.247,0.267,,1.861,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Білобровський,6,6,,1,1.204,,,,,,,,0.158,0.272,0.267,,1.901,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Білогорська,3А,3А,,2,,,,0.201,0.152,,,,0.153,0.233,0.267,,1.006,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Білогорська,5А,5А,,2,,,,0.201,0.152,,,,0.144,0.219,0.267,,0.983,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Бойова,101,101,,2,1.204,,,0.201,0.152,,0.312,,0.101,0.147,0.267,,2.384,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Бойова,101А,101А,,2,1.204,,,0.201,0.152,,0.312,,0.057,0.144,0.267,,2.337,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Бойова,90,90,,2,1.204,,,0.201,0.152,,,,0.091,0.186,0.267,,2.101,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Бородинівська,11,11б,,1,,,,,,,,,0.165,0.189,0.267,,0.621,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Броньова,7,7,,1,,,,,,,,,0.157,0.268,0.267,,0.692,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Деркачівська,3,3,,2,1.204,,,,,,,,0.057,0.198,0.267,,1.726,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Деркачівська,3А,3А,,2,1.204,,,,,,,,0.133,0.152,0.267,,1.756,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Досвідний,11,11б,,1,,,,,,,,,0.134,0.232,0.267,,0.633,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,20А,20А,,5,1.204,,,0.201,0.152,0.017,0.312,,0.080,0.077,0.267,,2.310,
